SA2_MAINCODE_2016,Train_M,Train_F,Train_O,Train_P,Bus_M,Bus_F,Bus_O,Bus_P,Ferry_M,Ferry_F,Ferry_O,Ferry_P,Tram_M,Tram_F,Tram_O,Tram_P,Taxi_M,Taxi_F,Taxi_O,Taxi_P,Car_Driver_M,Car_Driver_F,Car_Driver_O,Car_Driver_P,Car_Pass_M,Car_Pass_F,Car_Pass_O,Car_Pass_P,Truck_M,Truck_F,Truck_O,Truck_P,Mbike_M,Mbike_F,Mbike_O,Mbike_P,Bike_M,Bike_F,Bike_O,Bike_P,Other_M,Other_F,Other_O,Other_P,Walk_M,Walk_F,Walk_O,Walk_P,Tot_M,Tot_F,Tot_P
211041271,409,299,-4,704,60,52,6,118,0,0,0,0,3,0,0,3,6,4,-2,8,1784,1451,5,3240,82,126,4,212,30,0,0,30,15,3,2,20,28,10,1,39,9,9,-3,15,39,43,2,84,2471,2001,4467
211041272,191,137,-1,327,14,20,0,34,0,0,0,0,0,3,2,5,3,3,-2,4,1679,1460,-4,3135,70,100,-4,166,16,0,0,16,11,0,1,12,14,3,2,19,17,3,-4,16,24,26,0,50,2037,1746,3789
211041273,126,107,-1,232,30,30,6,66,0,0,0,0,31,17,1,49,10,3,-1,12,1858,1572,2,3432,69,154,-3,220,28,0,0,28,11,0,1,12,27,0,1,28,19,7,-3,23,30,27,-3,54,2243,1915,4160
211051274,144,116,-5,255,20,18,-2,36,0,0,0,0,0,0,0,0,4,0,0,4,1892,1605,-1,3496,73,83,-5,151,51,0,0,51,25,0,2,27,13,0,0,13,15,9,1,25,46,38,3,87,2266,1874,4138
211051275,97,60,1,158,18,21,-1,38,3,0,0,3,3,0,0,3,7,0,0,7,2006,1602,-3,3605,113,96,-5,204,39,0,0,39,10,0,5,15,6,0,0,6,10,0,2,12,16,22,0,38,2317,1800,4118
211051276,27,23,-5,45,16,15,2,33,0,0,0,0,0,0,0,0,0,3,0,3,2313,1928,-3,4238,123,107,-2,228,84,0,4,88,12,0,4,16,17,4,0,21,18,11,0,29,82,83,2,167,2700,2168,4864
211051277,65,49,-3,111,14,17,6,37,0,0,0,0,0,0,0,0,3,0,0,3,1674,1440,5,3119,97,58,2,157,44,0,0,44,15,0,1,16,10,3,2,15,12,3,-2,13,29,26,1,56,1960,1603,3568
211051278,173,129,-1,301,32,33,-8,57,0,0,4,4,0,0,0,0,4,0,0,4,3566,3024,-1,6589,174,195,-4,365,101,4,-1,104,16,0,0,16,13,3,1,17,20,3,7,30,73,64,-1,136,4176,3453,7626
211051279,16,14,1,31,6,7,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1063,817,-5,1875,49,62,-3,108,34,0,0,34,7,0,0,7,3,0,0,3,9,4,0,13,47,35,-5,77,1224,933,2155
211051280,47,35,-3,79,10,9,6,25,0,0,0,0,0,0,0,0,0,0,0,0,1329,1076,-2,2403,77,69,2,148,31,0,0,31,7,0,0,7,3,0,5,8,5,6,-1,10,12,16,3,31,1527,1213,2736
211051281,330,252,0,582,24,23,1,48,3,0,1,4,0,0,0,0,5,0,1,6,4314,3599,-1,7912,216,220,3,439,86,3,1,90,27,0,1,28,13,3,-3,13,22,12,-8,26,36,34,0,70,5066,4147,9216
211051282,83,63,-3,143,14,11,-2,23,4,0,0,4,0,3,0,3,3,0,-3,0,1733,1463,0,3196,53,93,4,150,29,0,0,29,22,3,0,25,13,0,-2,11,9,16,6,31,40,36,1,77,2011,1690,3695
211051283,58,53,-3,108,18,18,2,38,0,0,3,3,0,0,0,0,0,0,0,0,1988,1587,3,3578,107,93,3,203,79,0,-3,76,11,0,0,11,8,3,-5,6,3,7,1,11,28,28,-7,49,2305,1781,4092
211051284,195,142,-4,333,9,8,2,19,0,0,3,3,0,0,0,0,0,0,0,0,1866,1677,0,3543,69,89,-3,155,31,0,4,35,21,0,-2,19,18,0,-4,14,10,3,4,17,30,36,-4,62,2252,1958,4211
211051285,22,19,2,43,10,6,7,23,0,0,0,0,0,0,0,0,0,0,0,0,1547,1263,-1,2809,88,60,-1,147,88,0,0,88,5,0,4,9,0,0,0,0,8,4,-1,11,40,35,5,80,1818,1389,3210
211051286,12,19,0,31,31,20,-1,50,0,0,0,0,0,0,0,0,4,0,0,4,2873,2216,-1,5088,139,110,-1,248,99,0,-4,95,20,0,0,20,8,7,-3,12,27,18,-7,38,76,63,-7,132,3286,2448,5735
212011287,177,139,-4,312,11,11,0,22,0,0,0,0,0,0,0,0,0,0,4,4,2720,2292,0,5012,157,153,3,313,64,0,0,64,7,0,3,10,5,4,0,9,17,12,2,31,43,30,-1,72,3201,2648,5851
212011288,45,45,-3,87,4,7,-6,5,0,0,0,0,0,3,1,4,0,0,0,0,1562,1221,1,2784,65,70,-3,132,99,5,0,104,14,0,-1,13,4,3,-4,3,10,9,-1,18,54,40,2,96,1850,1395,3251
212011289,57,35,-2,90,20,12,-5,27,0,0,0,0,0,0,0,0,4,3,-3,4,3672,2870,8,6550,155,159,-5,309,117,3,-4,116,23,0,-1,22,5,4,-3,6,24,17,0,41,71,63,2,136,4146,3162,7312
212011290,14,3,-6,11,6,0,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,1351,1033,-1,2383,77,58,4,139,72,3,5,80,15,0,-1,14,3,4,2,9,4,6,6,16,46,46,-2,90,1586,1167,2751
212011291,174,135,-5,304,11,14,2,27,0,0,0,0,0,0,0,0,4,3,5,12,3484,2813,-1,6296,206,179,-3,382,84,0,4,88,34,3,0,37,8,3,-2,9,19,11,2,32,34,26,0,60,4048,3196,7245
212011292,321,241,4,566,20,19,3,42,0,0,0,0,3,0,0,3,16,3,-4,15,5028,3905,-2,8931,288,277,1,566,87,3,1,91,35,3,5,43,25,8,1,34,37,21,2,60,49,79,-4,124,5922,4553,10480
212021293,252,175,6,433,21,25,-2,44,3,0,1,4,0,4,-1,3,3,3,5,11,4220,3667,1,7888,195,232,2,429,84,3,0,87,28,0,1,29,15,3,-4,14,23,14,-6,31,49,54,-3,100,4899,4181,9073
212021294,371,255,-2,624,23,21,1,45,0,0,3,3,3,0,0,3,6,3,4,13,4999,3871,-3,8867,263,336,-3,596,74,3,0,77,29,5,0,34,10,0,-4,6,42,25,-2,65,28,47,0,75,5847,4564,10407
212021295,62,50,0,112,37,54,-3,88,0,0,0,0,0,0,0,0,7,4,-4,7,1813,872,4,2689,129,104,-6,227,41,3,1,45,8,0,0,8,10,0,0,10,9,8,-1,16,17,18,-2,33,2135,1109,3244
212021297,104,123,3,230,19,27,-4,42,3,0,0,3,0,0,0,0,12,4,-8,8,1848,1276,3,3127,110,154,4,268,33,0,0,33,11,0,-3,8,11,0,0,11,17,7,3,27,19,18,4,41,2187,1615,3799
212021299,40,40,-1,79,3,7,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1568,1218,1,2787,73,88,1,162,92,3,0,95,10,0,0,10,4,3,-4,3,7,8,2,17,15,7,0,22,1806,1376,3181
212021453,77,50,2,129,13,16,3,32,0,0,0,0,0,0,0,0,5,4,2,11,2283,1745,-2,4026,115,123,0,238,56,0,0,56,6,0,0,6,5,0,0,5,9,9,7,25,11,8,8,27,2588,1963,4554
212021454,109,96,0,205,11,25,-4,32,0,0,0,0,0,0,0,0,10,0,0,10,2570,1938,-8,4500,149,163,-2,310,50,0,0,50,7,0,1,8,3,0,5,8,21,9,3,33,13,19,5,37,2938,2258,5198
212021455,130,80,-2,208,11,28,-2,37,0,0,0,0,0,0,0,0,4,4,-2,6,2770,2105,0,4875,140,154,0,294,57,0,0,57,26,5,-4,27,3,0,7,10,18,10,-1,27,12,19,4,35,3174,2404,5577
212021456,173,142,2,317,28,38,-3,63,4,0,0,4,0,0,0,0,9,4,-5,8,2672,1860,-1,4531,141,172,-3,310,50,0,0,50,15,3,-7,11,7,0,0,7,24,6,-1,29,29,38,-2,65,3144,2262,5403
212031300,158,178,3,339,23,32,-3,52,0,0,0,0,0,0,0,0,14,0,0,14,3650,2546,-4,6192,229,196,7,432,93,3,-4,92,27,0,0,27,10,0,-1,9,32,18,-7,43,55,57,-1,111,4291,3029,7320
212031301,296,279,2,577,32,37,-7,62,3,0,0,3,0,0,0,0,16,0,5,21,4882,3609,2,8493,204,321,0,525,78,0,0,78,24,0,-4,20,9,0,0,9,46,12,-2,56,31,27,-1,57,5623,4287,9910
212031302,236,169,-1,404,20,33,-2,51,0,3,0,3,0,0,0,0,8,3,1,12,3907,2889,9,6805,207,263,4,474,71,0,0,71,27,0,0,27,8,0,-2,6,36,15,-5,46,26,27,-2,51,4551,3401,7956
212031303,37,25,0,62,6,3,0,9,0,0,0,0,0,0,0,0,3,0,0,3,1815,1442,-3,3254,70,84,-3,151,119,3,0,122,8,0,-2,6,6,0,0,6,9,10,5,24,40,31,-1,70,2105,1603,3710
212031304,149,145,-3,291,17,18,0,35,0,0,3,3,0,0,0,0,13,6,-2,17,3122,2172,-1,5293,162,197,0,359,64,0,0,64,21,0,4,25,7,0,0,7,28,7,0,35,28,16,4,48,3612,2567,6183
212031305,210,203,1,414,56,82,-1,137,0,0,0,0,0,0,0,0,17,4,-2,19,4649,2867,7,7523,333,370,5,708,89,3,7,99,29,0,0,29,15,3,0,18,54,11,4,69,45,41,-7,79,5497,3594,9095
212031306,311,291,5,607,14,17,0,31,0,0,0,0,3,3,-1,5,13,3,-1,15,2876,1972,0,4848,146,210,5,361,56,4,-4,56,16,0,2,18,3,3,-1,5,20,8,-2,26,13,32,0,45,3478,2540,6019
212031308,13,13,-1,25,5,4,-2,7,0,0,0,0,0,0,0,0,0,0,3,3,1541,1286,-3,2824,68,63,2,133,79,4,3,86,9,0,4,13,3,0,0,3,14,3,-1,16,30,30,4,64,1767,1401,3167
212031457,105,94,8,207,25,24,0,49,0,0,0,0,0,0,0,0,3,0,0,3,2646,2116,-4,4758,165,195,-2,358,50,3,-1,52,11,0,0,11,5,3,4,12,22,13,4,39,16,24,-4,36,3046,2479,5529
212031458,154,129,1,284,23,38,3,64,0,0,3,3,0,0,0,0,13,3,-4,12,3163,2339,0,5502,178,216,2,396,66,0,5,71,16,0,0,16,7,0,0,7,20,13,0,33,15,20,1,36,3663,2758,6428
212041309,206,164,-4,366,48,41,0,89,0,0,0,0,0,0,0,0,6,3,1,10,1965,1464,-2,3427,94,198,5,297,33,0,0,33,7,0,0,7,30,0,3,33,19,8,-2,25,26,28,-3,51,2447,1902,4347
212041310,386,311,-5,692,40,60,-6,94,0,0,0,0,0,3,0,3,19,4,-2,21,1982,1204,3,3189,101,193,4,298,27,0,0,27,12,0,0,12,16,9,-3,22,22,9,4,35,52,53,5,110,2664,1844,4501
212041311,351,248,1,600,185,189,1,375,3,0,5,8,0,0,0,0,23,15,-4,34,5067,1985,3,7055,365,325,-4,686,92,0,4,96,18,0,-2,16,34,0,3,37,60,22,-2,80,120,143,2,265,6315,2940,9255
212041312,161,131,-1,291,66,80,-3,143,0,0,0,0,0,3,0,3,13,6,-2,17,3903,2560,-2,6461,196,239,4,439,66,0,0,66,18,3,-3,18,17,3,0,20,31,11,2,44,16,38,0,54,4490,3075,7561
212041313,82,56,3,141,22,33,-1,54,0,0,0,0,0,0,0,0,3,0,0,3,1993,1656,1,3650,81,145,-7,219,28,0,7,35,20,0,0,20,17,8,-4,21,18,10,-6,22,51,35,-4,82,2317,1935,4246
212041314,289,254,8,551,52,69,5,126,0,0,0,0,0,0,3,3,10,3,1,14,4824,3641,-4,8461,241,433,-6,668,81,3,-3,81,14,0,2,16,26,3,-5,24,38,19,2,59,42,47,-5,84,5622,4465,10092
212041316,60,69,-3,126,15,27,3,45,0,0,0,0,0,0,0,0,5,0,5,10,1277,897,3,2177,64,84,-1,147,25,0,0,25,7,0,0,7,8,0,0,8,17,3,1,21,13,14,-5,22,1497,1090,2591
212041317,359,359,-2,716,83,104,5,192,0,0,0,0,3,0,2,5,32,4,0,36,3258,1756,-2,5012,183,338,-1,520,71,0,-1,70,18,0,-2,16,30,4,-2,32,43,18,2,63,94,88,3,185,4169,2676,6849
212041318,106,126,1,233,38,45,3,86,0,0,0,0,0,0,3,3,4,7,-5,6,2111,1476,-1,3586,158,209,4,371,43,0,4,47,4,0,1,5,9,0,2,11,18,5,-1,22,21,24,-3,42,2523,1896,4419
212041459,292,294,3,589,37,45,-7,75,0,0,0,0,3,3,-1,5,13,9,1,23,2235,1224,-7,3452,104,166,-6,264,26,3,4,33,9,0,0,9,13,4,0,17,25,8,1,34,33,16,2,51,2789,1771,4558
212041460,343,288,4,635,31,43,2,76,0,0,0,0,3,0,0,3,9,6,-1,14,2888,1817,1,4706,187,262,0,449,42,0,-2,40,12,0,0,12,6,3,1,10,36,13,-6,43,26,48,3,77,3595,2481,6074
212051319,485,433,-2,916,58,76,1,135,0,0,0,0,11,16,1,28,12,7,2,21,2776,2307,0,5083,121,215,-2,334,25,0,0,25,39,0,-1,38,71,15,-2,84,26,11,5,42,72,59,2,133,3688,3139,6823
212051320,505,330,1,836,105,194,2,301,0,0,0,0,10,3,-3,10,16,11,-3,24,2371,1478,-4,3845,116,210,-1,325,23,0,0,23,22,5,-1,26,71,15,2,88,33,10,-4,39,348,312,1,661,3612,2566,6175
212051321,442,296,-1,737,71,79,-4,146,6,0,0,6,7,5,0,12,8,3,5,16,2981,2422,-2,5401,153,251,-3,401,22,0,0,22,20,0,0,20,43,3,-3,43,39,20,0,59,77,88,-5,160,3855,3168,7024
212051322,479,339,0,818,65,91,-2,154,0,0,0,0,7,0,1,8,6,3,3,12,2772,2254,-4,5022,125,236,1,362,19,0,0,19,23,0,4,27,34,8,-4,38,22,11,1,34,88,114,5,207,3643,3063,6703
212051323,382,313,8,703,28,49,-1,76,0,0,0,0,7,10,-3,14,3,8,-2,9,2289,1942,4,4235,95,176,-5,266,18,0,0,18,11,0,7,18,53,7,-6,54,16,11,-4,23,39,46,-1,84,2956,2551,5509
212051324,493,357,3,853,58,66,7,131,3,0,0,3,4,0,5,9,3,3,1,7,2761,2282,0,5043,117,185,-2,300,31,0,0,31,22,0,5,27,65,20,-2,83,20,15,-1,34,58,69,5,132,3633,3005,6640
212051325,190,149,1,340,43,82,-3,122,0,0,0,0,3,0,0,3,16,0,-2,14,3477,2704,3,6184,132,209,-1,340,57,0,-3,54,21,3,-3,21,19,4,-1,22,23,15,2,40,41,38,-3,76,4015,3205,7221
212051326,651,576,-2,1225,94,136,1,231,4,0,0,4,3,0,0,3,14,9,-8,15,3273,2533,-1,5805,150,228,-4,374,48,3,-2,49,36,0,1,37,83,17,1,101,36,13,2,51,112,117,6,235,4506,3635,8139
212051327,192,127,-8,311,38,48,0,86,3,0,0,3,3,3,-1,5,7,4,-4,7,3223,2748,0,5971,109,241,4,354,40,0,0,40,15,0,0,15,31,6,2,39,28,13,0,41,37,41,-1,77,3730,3219,6947
213011328,241,223,-5,459,13,21,4,38,0,0,0,0,0,0,0,0,6,3,0,9,1231,645,-2,1874,95,70,0,165,18,0,0,18,16,0,0,16,17,3,-2,18,6,0,5,11,15,18,0,33,1654,992,2642
213011329,134,179,-4,309,13,15,-3,25,0,0,0,0,0,0,0,0,10,0,2,12,1746,1199,0,2945,89,170,-1,258,27,0,0,27,7,0,0,7,7,0,0,7,13,12,-7,18,16,15,1,32,2054,1591,3640
213011330,314,368,-3,679,47,61,5,113,0,3,0,3,0,12,-2,10,24,9,2,35,4468,2882,0,7350,239,382,-4,617,78,0,3,81,18,4,2,24,19,3,-2,20,44,17,-3,58,37,40,5,82,5287,3785,9073
213011331,89,126,-2,213,11,19,-8,22,0,0,0,0,0,0,0,0,8,0,5,13,1454,1032,0,2486,82,136,2,220,26,0,5,31,3,0,2,5,8,0,-4,4,8,5,5,18,3,7,0,10,1696,1322,3020
213011332,166,140,0,306,12,10,0,22,0,0,0,0,0,5,0,5,14,5,0,19,2371,1795,-1,4165,126,183,1,310,48,3,-2,49,16,0,1,17,13,3,0,16,18,13,0,31,21,23,0,44,2799,2173,4976
213011333,109,140,-1,248,21,18,6,45,4,0,-1,3,0,0,0,0,8,0,2,10,2090,1312,3,3405,120,173,-4,289,34,0,0,34,8,0,2,10,3,3,-2,4,19,0,7,26,7,20,-1,26,2427,1668,4101
213011334,356,399,5,760,23,25,-1,47,0,0,0,0,0,5,-1,4,14,9,-3,20,2782,1570,2,4354,198,242,-2,438,57,0,0,57,11,0,-2,9,10,4,-2,12,34,11,2,47,36,36,3,75,3526,2312,5837
213011335,365,440,-6,799,19,41,1,61,0,0,0,0,0,3,0,3,31,0,2,33,2419,1300,-6,3713,175,206,-6,375,37,0,0,37,11,0,0,11,11,0,4,15,30,8,3,41,31,50,-6,75,3115,2036,5156
213011336,291,268,-5,554,45,55,4,104,0,0,0,0,0,0,0,0,23,3,-4,22,1482,814,-5,2291,73,110,4,187,13,0,0,13,15,0,3,18,29,11,0,40,15,11,-2,24,33,57,-8,82,2023,1322,3341
213011337,104,119,0,223,44,55,-4,95,0,0,0,0,4,4,-2,6,8,3,3,14,1783,1104,-4,2883,94,186,6,286,28,3,-2,29,17,0,0,17,13,6,-3,16,15,10,-2,23,33,26,-3,56,2134,1504,3644
213011338,205,240,3,448,27,48,-2,73,0,0,0,0,3,5,-2,6,8,4,3,15,2887,1696,5,4588,185,261,-3,443,34,3,-2,35,16,0,4,20,28,7,2,37,17,8,-1,24,33,40,-2,71,3461,2310,5764
213011339,305,351,3,659,18,15,0,33,0,0,0,0,0,6,-3,3,8,0,4,12,2145,1451,4,3600,112,137,-1,248,39,0,-4,35,13,4,-4,13,4,0,2,6,14,9,3,26,20,32,-5,47,2676,2011,4683
213011340,261,268,0,529,14,17,-3,28,3,0,0,3,0,0,3,3,10,0,4,14,3699,2865,-3,6561,165,225,3,393,54,0,2,56,12,0,0,12,24,4,-5,23,25,9,-2,32,16,39,4,59,4274,3433,7705
213021341,376,423,1,800,18,28,0,46,0,0,0,0,0,0,0,0,6,6,0,12,2039,1580,0,3619,88,116,0,204,27,0,1,28,24,3,-2,25,50,6,1,57,23,13,-8,28,57,62,0,119,2709,2237,4951
213021342,334,319,6,659,34,39,4,77,0,0,0,0,4,0,0,4,7,3,-1,9,3386,2544,0,5930,157,212,3,372,43,3,1,47,29,3,2,34,34,10,1,45,22,20,-1,41,24,39,5,68,4079,3194,7278
213021343,98,131,0,229,70,86,3,159,0,0,0,0,0,4,-1,3,9,3,3,15,2203,1428,3,3634,105,134,2,241,38,0,-4,34,33,5,-3,35,42,6,-1,47,15,6,2,23,41,38,5,84,2659,1846,4504
213021344,693,725,-6,1412,21,17,2,40,3,4,-3,4,0,4,-1,3,11,6,0,17,2835,2379,7,5221,120,177,-5,292,28,0,0,28,66,3,1,70,198,42,-4,236,27,11,7,45,59,62,-1,120,4053,3432,7486
213021345,74,80,6,160,3,7,3,13,0,0,0,0,0,0,0,0,4,0,-1,3,909,691,0,1600,46,51,4,101,14,0,6,20,11,0,0,11,4,4,1,9,13,0,2,15,8,6,2,16,1088,848,1942
213021346,505,493,-4,994,17,10,2,29,0,0,3,3,0,6,-2,4,13,3,-1,15,2253,1952,-2,4203,77,156,5,238,12,0,0,12,21,4,3,28,126,40,-1,165,23,17,1,41,99,137,-2,234,3157,2818,5970
213031347,212,233,-6,439,126,182,3,311,0,0,0,0,11,7,1,19,10,3,4,17,2819,1782,0,4601,156,249,1,406,33,0,3,36,51,7,0,58,72,22,1,95,29,12,-3,38,64,71,3,138,3594,2562,6158
213031348,913,798,-2,1709,119,156,0,275,3,4,0,7,19,37,-2,54,21,6,3,30,1937,1191,-1,3127,91,175,-4,262,13,0,0,13,61,11,1,73,198,99,-3,294,21,9,0,30,177,215,3,395,3568,2702,6270
213031349,118,156,-3,271,18,23,5,46,0,0,0,0,97,160,3,260,3,6,0,9,2258,1650,8,3916,82,219,-1,300,16,0,0,16,39,5,-4,40,76,21,5,102,24,15,2,41,56,75,8,139,2788,2336,5122
213031350,506,497,4,1007,19,28,-2,45,0,0,0,0,3,3,0,6,4,7,-3,8,1227,1059,-7,2279,40,90,8,138,11,0,0,11,21,4,4,29,165,66,-2,229,16,4,1,21,89,91,-1,179,2097,1849,3952
213031351,447,407,6,860,97,128,-2,223,3,0,0,3,4,6,-2,8,14,3,0,17,1647,1136,-1,2782,72,134,-3,203,18,0,0,18,39,11,4,54,153,37,3,193,11,10,4,25,58,76,-4,130,2564,1951,4515
213031352,721,770,-2,1489,16,30,6,52,4,0,-1,3,3,6,0,9,22,6,-5,23,2117,1857,2,3976,92,160,-3,249,13,3,0,16,51,6,5,62,193,53,0,246,21,16,3,40,116,127,0,243,3363,3041,6408
213041353,188,216,5,409,9,26,-3,32,0,0,0,0,3,0,0,3,3,0,2,5,3562,2890,3,6455,192,218,-1,409,100,5,-5,100,18,0,2,20,14,0,0,14,29,7,1,37,86,72,5,163,4208,3440,7650
213041355,273,266,3,542,15,29,-1,43,3,0,0,3,3,3,0,6,11,7,0,18,4072,3168,-2,7238,204,284,-3,485,93,0,0,93,24,0,0,24,3,0,0,3,25,15,9,49,28,21,-1,48,4767,3794,8560
213041356,109,144,2,255,17,24,4,45,0,0,0,0,0,3,0,3,0,0,7,7,3110,2265,-8,5367,210,184,4,398,90,4,2,96,19,3,0,22,10,8,-3,15,26,11,0,37,52,57,-1,108,3650,2698,6353
213041357,286,286,-7,565,25,26,2,53,0,0,0,0,0,3,0,3,7,6,-1,12,3880,2735,-2,6613,225,250,-2,473,74,3,2,79,17,0,0,17,10,0,-3,7,30,19,-7,42,30,51,-4,77,4578,3377,7952
213041358,155,174,-2,327,13,32,3,48,4,0,0,4,0,0,0,0,3,0,1,4,3075,2375,0,5450,204,198,-6,396,65,0,0,65,14,3,4,21,8,0,-1,7,25,14,-4,35,33,35,-1,67,3605,2822,6425
213041359,3,11,7,21,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,282,188,-1,469,18,23,1,42,24,0,0,24,3,0,0,3,0,0,0,0,0,3,1,4,15,7,-2,20,354,235,582
213041360,240,319,6,565,31,17,-5,43,0,0,3,3,0,3,0,3,18,0,0,18,3545,2514,1,6060,169,239,3,411,63,0,5,68,16,0,0,16,0,11,-4,7,34,21,-1,54,24,21,-1,44,4144,3149,7294
213041461,41,45,-8,78,10,18,4,32,0,0,0,0,0,0,0,0,9,0,4,13,840,588,-3,1425,28,64,2,94,17,0,5,22,3,0,4,7,0,0,0,0,6,3,5,14,5,3,1,9,963,731,1692
213041462,103,86,0,189,6,10,1,17,0,0,0,0,0,3,-3,0,4,0,2,6,1089,777,0,1866,46,87,5,138,19,0,0,19,3,0,0,3,0,0,3,3,12,4,1,17,10,7,-1,16,1306,979,2285
213041463,202,218,1,421,32,51,-5,78,0,0,4,4,0,4,0,4,13,0,-1,12,3725,2820,-3,6542,164,274,-1,437,54,0,0,54,21,0,0,21,12,9,-4,17,31,13,-1,43,24,35,0,59,4278,3423,7699
213051361,232,220,-2,450,20,27,-3,44,0,0,0,0,0,0,0,0,11,0,1,12,3668,2614,-1,6281,224,299,5,528,75,0,0,75,22,0,0,22,24,6,2,32,33,14,-1,46,34,41,1,76,4351,3227,7578
213051362,322,299,5,626,14,34,2,50,3,0,0,3,8,0,-4,4,13,10,-2,21,3155,2242,-3,5394,202,226,3,431,50,0,0,50,28,0,2,30,34,4,-3,35,25,9,-3,31,40,88,-3,125,3901,2907,6804
213051363,388,323,-1,710,21,14,0,35,0,0,0,0,0,0,0,0,11,9,-5,15,1410,765,-7,2168,116,142,-5,253,14,0,0,14,20,0,0,20,14,3,-3,14,17,15,-1,31,28,22,-6,44,2028,1282,3314
213051365,740,607,-2,1345,27,67,3,97,0,0,0,0,3,12,-6,9,57,7,7,71,6019,3842,0,9861,292,442,3,737,105,0,0,105,40,0,0,40,18,6,-6,18,82,28,0,110,59,52,-1,110,7446,5055,12508
213051366,580,483,7,1070,18,26,1,45,0,0,0,0,4,8,-5,7,35,4,3,42,4066,2116,4,6186,193,315,4,512,47,0,0,47,31,0,-1,30,20,0,0,20,46,22,-5,63,31,21,2,54,5076,2999,8076
213051368,156,160,2,318,11,15,2,28,3,0,0,3,0,0,4,4,3,3,0,6,1975,1463,1,3439,109,130,1,240,34,0,0,34,19,0,-3,16,14,0,0,14,16,10,4,30,77,66,2,145,2418,1855,4271
213051369,538,409,-1,946,39,61,-8,92,0,0,0,0,3,3,-3,3,16,3,2,21,3898,2771,-3,6666,189,256,5,450,50,0,0,50,26,5,-1,30,14,3,-5,12,30,22,-2,50,31,45,1,77,4831,3568,8398
213051464,186,187,-2,371,9,13,1,23,4,0,0,4,0,4,-1,3,6,3,1,10,2272,1464,-3,3733,115,197,1,313,25,0,-1,24,21,4,-3,22,25,0,-5,20,17,14,-1,30,19,9,6,34,2691,1883,4580
213051465,453,411,0,864,20,23,-1,42,0,0,0,0,0,3,1,4,12,0,-2,10,3981,2801,4,6786,193,370,6,569,42,3,3,48,47,0,2,49,40,4,6,50,43,15,5,63,48,66,1,115,4892,3707,8600
213051466,327,276,3,606,21,17,-3,35,0,0,3,3,3,0,0,3,10,0,0,10,2426,1587,2,4015,118,250,-7,361,20,0,0,20,38,0,0,38,16,8,-2,22,30,17,-7,40,32,27,-5,54,3027,2182,5203
213051467,306,285,-3,588,32,44,4,80,0,0,0,0,0,0,0,0,13,8,2,23,3129,2132,-6,5255,196,239,1,436,54,0,0,54,16,4,-2,18,24,6,-4,26,23,16,4,43,38,51,1,90,3835,2778,6618
213051468,155,161,2,318,10,22,4,36,3,0,-3,0,0,3,0,3,3,3,-3,3,2301,1673,6,3980,135,117,1,253,48,0,1,49,14,5,0,19,9,3,-1,11,11,3,4,18,15,23,-6,32,2699,2011,4709
214011370,84,80,-3,161,49,62,2,113,3,3,3,9,0,0,0,0,3,6,1,10,4123,3338,-4,7457,251,218,-7,462,54,3,2,59,32,8,0,40,17,0,2,19,29,9,2,40,37,55,3,95,4690,3782,8471
214011371,182,128,3,313,64,82,-4,142,0,0,0,0,0,0,0,0,10,9,1,20,3661,3157,0,6818,222,228,2,452,54,3,-3,54,28,3,4,35,42,17,-1,58,25,12,7,44,138,163,5,306,4439,3801,8241
214011372,96,69,1,166,62,77,2,141,4,0,0,4,3,0,0,3,5,3,2,10,2913,2317,-1,5229,201,179,-2,378,52,0,-3,49,34,3,5,42,30,5,1,36,24,6,4,34,57,54,-3,108,3480,2717,6195
214011373,120,72,-1,191,30,14,1,45,0,0,0,0,0,0,3,3,7,6,-3,10,3323,2921,-7,6237,171,219,0,390,45,0,0,45,18,0,0,18,13,0,0,13,33,14,-8,39,46,43,-1,88,3803,3282,7086
214011374,83,69,-7,145,33,37,5,75,0,0,4,4,0,0,3,3,3,3,0,6,5064,4378,1,9443,295,253,-1,547,144,10,-2,152,32,0,-1,31,14,9,-3,20,33,12,3,48,50,55,8,113,5751,4824,10577
214011375,204,188,-4,388,35,25,2,62,0,0,0,0,3,0,0,3,0,0,0,0,2888,2416,-4,5300,129,140,-4,265,47,0,0,47,26,5,-1,30,31,6,-5,32,21,14,-1,34,33,51,1,85,3423,2839,6259
214011376,79,74,2,155,17,21,1,39,0,0,0,0,0,0,0,0,3,3,3,9,2813,2292,-1,5104,122,158,-2,278,36,0,0,36,23,0,0,23,8,0,4,12,21,6,6,33,14,27,-1,40,3139,2580,5716
214021377,9,10,3,22,15,7,7,29,0,0,0,0,0,0,0,0,3,0,0,3,1829,1503,-1,3331,64,96,7,167,42,0,-2,40,7,0,0,7,9,0,-2,7,12,19,0,31,27,42,0,69,2029,1684,3714
214021378,14,0,0,14,6,3,-1,8,0,0,0,0,3,0,1,4,0,0,0,0,829,619,-6,1442,29,39,7,75,15,0,0,15,4,0,0,4,0,0,0,0,15,6,-6,15,82,44,0,126,996,714,1711
