SA2_MAINCODE_2016,Train_M,Train_F,Train_O,Train_P,Bus_M,Bus_F,Bus_O,Bus_P,Ferry_M,Ferry_F,Ferry_O,Ferry_P,Tram_M,Tram_F,Tram_O,Tram_P,Taxi_M,Taxi_F,Taxi_O,Taxi_P,Car_Driver_M,Car_Driver_F,Car_Driver_O,Car_Driver_P,Car_Pass_M,Car_Pass_F,Car_Pass_O,Car_Pass_P,Truck_M,Truck_F,Truck_O,Truck_P,Mbike_M,Mbike_F,Mbike_O,Mbike_P,Bike_M,Bike_F,Bike_O,Bike_P,Other_M,Other_F,Other_O,Other_P,Walk_M,Walk_F,Walk_O,Walk_P,Tot_M,Tot_F,Tot_P
214021379,28,12,0,40,52,34,1,87,3,0,1,4,0,0,0,0,0,0,3,3,3630,2946,2,6578,223,177,3,403,69,0,2,71,28,0,-3,25,31,6,5,42,76,25,3,104,554,207,-5,756,4695,3407,8103
214021380,47,30,-4,73,26,33,1,60,0,0,4,4,0,3,0,3,3,4,-1,6,3831,3507,1,7339,187,232,0,419,66,3,-2,67,13,0,1,14,28,17,1,46,23,14,-2,35,91,113,1,205,4312,3950,8262
214021381,101,43,0,144,18,19,0,37,0,0,0,0,0,4,0,4,4,3,-4,3,3111,2637,-3,5745,137,165,5,307,39,0,0,39,8,0,0,8,15,3,-2,16,27,23,-2,48,41,57,-1,97,3511,2951,6459
214021382,44,14,-3,55,25,17,-8,34,0,0,0,0,0,0,0,0,4,0,0,4,3285,2806,1,6092,168,166,1,335,61,0,0,61,15,3,1,19,30,3,-1,32,29,11,0,40,48,39,-5,82,3697,3066,6758
214021383,12,11,0,23,28,11,-4,35,0,4,2,6,8,5,-2,11,0,3,1,4,2566,2037,-4,4599,126,166,-5,287,73,3,2,78,8,0,-2,6,17,3,0,20,21,18,2,41,62,53,0,115,2922,2308,5236
214021384,9,5,0,14,27,20,1,48,0,3,0,3,0,0,5,5,0,5,2,7,2880,2489,-3,5366,191,183,1,375,69,0,5,74,11,3,0,14,27,9,-8,28,22,9,-1,30,54,86,-5,135,3292,2807,6099
214021385,42,26,-2,66,13,13,0,26,3,0,0,3,0,0,0,0,6,3,-5,4,3624,3267,-2,6889,220,168,4,392,147,0,4,151,19,0,0,19,12,11,-5,18,25,14,-1,38,90,63,-4,149,4199,3555,7754
215011386,0,0,4,4,3,0,0,3,0,0,0,0,0,0,0,0,3,0,4,7,1198,1052,-1,2249,128,106,-2,232,17,0,0,17,5,0,5,10,25,0,1,26,4,3,7,14,91,80,3,174,1484,1254,2740
215011387,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,391,331,1,723,22,19,2,43,23,3,-6,20,3,0,0,3,0,0,0,0,12,0,2,14,70,40,-6,104,521,395,913
215011388,0,0,0,0,21,16,1,38,4,0,4,8,0,0,4,4,4,5,1,10,2772,2478,5,5255,180,189,-3,366,47,0,0,47,16,8,0,24,55,17,0,72,35,4,-2,37,185,160,2,347,3324,2885,6204
215011389,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,576,473,4,1053,26,34,-3,57,12,0,4,16,0,0,0,0,3,0,4,7,19,4,3,26,64,31,-4,91,713,539,1256
215011390,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,912,770,0,1682,56,56,2,114,30,5,-4,31,6,3,-2,7,14,3,0,17,40,9,0,49,171,116,2,289,1232,962,2196
215011391,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,401,6,873,36,40,-4,72,26,4,-2,28,3,0,1,4,4,0,0,4,21,9,1,31,53,50,0,103,610,507,1115
215011392,3,0,2,5,7,9,-2,14,0,0,0,0,0,0,0,0,0,0,0,0,1235,1024,-7,2252,84,86,-4,166,31,0,0,31,9,0,0,9,18,3,2,23,14,9,3,26,96,86,-1,181,1496,1218,2712
215011393,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,368,303,2,673,7,19,-2,24,12,0,0,12,3,0,3,6,3,0,0,3,24,4,-5,23,54,41,-5,90,476,372,848
215011394,0,0,0,0,6,4,1,11,0,0,3,3,0,0,0,0,0,0,0,0,828,692,-1,1519,37,47,3,87,19,0,1,20,4,0,5,9,19,6,-2,23,41,5,1,47,128,91,0,219,1088,851,1940
215021395,0,0,0,0,10,5,-6,9,3,0,0,3,0,0,0,0,0,0,0,0,1283,1094,7,2384,64,64,1,129,38,0,0,38,18,0,-2,16,13,0,-1,12,21,7,-3,25,45,27,3,75,1484,1200,2692
215021396,0,0,0,0,10,5,0,15,0,0,0,0,0,0,0,0,3,0,0,3,749,666,-6,1409,44,59,1,104,21,0,0,21,8,0,-3,5,0,0,3,3,9,3,-2,10,39,19,1,59,888,751,1640
215021398,0,0,0,0,15,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,576,430,1,1007,36,41,0,77,23,0,0,23,9,3,0,12,5,0,-1,4,33,12,-5,40,88,73,-5,156,781,560,1342
215021399,0,0,0,0,9,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,926,773,4,1703,74,86,-2,158,22,0,0,22,4,0,0,4,6,0,5,11,9,6,-7,8,49,25,4,78,1103,902,2001
215021469,4,0,-1,3,23,12,-5,30,0,0,0,0,0,0,5,5,5,4,7,16,2592,2350,1,4943,259,280,-1,538,23,3,4,30,31,0,-3,28,55,20,-1,74,18,14,4,36,160,164,3,327,3170,2852,6025
215021470,0,0,0,0,7,10,1,18,0,0,0,0,0,0,0,0,4,0,1,5,2307,2192,6,4505,178,222,-3,397,27,0,2,29,15,3,-1,17,19,4,2,25,23,4,4,31,71,75,2,148,2662,2517,5174
215031400,0,0,4,4,3,0,1,4,0,0,0,0,0,0,0,0,0,0,4,4,793,603,-1,1395,37,41,-1,77,36,3,-6,33,5,0,0,5,14,5,4,23,44,5,3,52,138,151,8,297,1077,814,1892
215031401,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,943,764,4,1711,46,38,-3,81,37,0,0,37,38,3,0,41,12,8,-5,15,22,3,0,25,99,77,3,179,1198,897,2095
215031402,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,0,0,0,3,3,567,445,-4,1008,32,44,2,78,13,0,0,13,3,0,0,3,12,5,-2,15,7,8,-3,12,49,57,-8,98,674,556,1233
215031403,0,0,0,0,6,7,4,17,0,0,0,0,0,0,0,0,0,0,0,0,446,278,3,727,61,66,3,130,3,0,0,3,3,0,0,3,0,3,0,3,10,3,-6,7,63,45,-3,105,596,406,1002
215031404,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,3,3,13,1834,1460,2,3296,125,119,0,244,22,0,0,22,6,3,3,12,44,10,3,57,15,10,-2,23,132,171,-2,301,2184,1784,3963
215031405,0,0,3,3,6,7,3,16,0,0,0,0,0,0,0,0,0,0,0,0,991,739,1,1731,65,60,-6,119,22,0,0,22,8,0,0,8,0,0,0,0,17,3,3,23,80,71,-4,147,1192,881,2070
216011406,3,0,0,3,8,10,-1,17,0,0,0,0,0,0,0,0,7,8,-1,14,2401,2205,-2,4604,156,158,1,315,49,5,4,58,19,0,2,21,36,15,-2,49,21,10,-5,26,120,144,2,266,2814,2560,5368
216011407,0,0,0,0,6,3,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,1697,1349,3,3049,69,80,2,151,31,3,-7,27,40,6,-2,44,32,11,3,46,14,4,-1,17,129,121,1,251,2009,1584,3592
216011408,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,584,507,0,1091,23,26,2,51,21,0,0,21,19,7,4,30,0,0,0,0,11,3,-3,11,54,38,-2,90,723,581,1303
216011409,0,0,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,550,448,-3,995,30,28,1,59,24,0,0,24,13,3,-3,13,13,4,0,17,9,4,5,18,40,34,-3,71,685,520,1208
216011410,3,0,0,3,3,4,-4,3,0,0,0,0,0,0,0,0,0,0,0,0,533,418,-4,947,40,18,0,58,19,0,1,20,18,4,-4,18,3,0,6,9,22,4,4,30,66,38,-2,102,702,487,1194
216021411,0,0,0,0,3,4,-3,4,0,0,0,0,0,0,0,0,3,4,-4,3,925,700,0,1625,62,58,0,120,8,4,-1,11,4,0,-1,3,21,6,1,28,3,8,3,14,57,65,-2,120,1087,844,1934
216021412,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,386,340,0,726,17,18,3,38,16,0,0,16,6,0,0,6,0,3,0,3,13,8,-4,17,36,11,2,49,473,381,854
216021413,3,0,0,3,12,8,-2,18,0,0,0,0,0,0,0,0,0,0,0,0,1768,1548,1,3317,110,115,6,231,59,3,-2,60,47,10,3,60,30,6,7,43,26,20,2,48,168,158,4,330,2236,1868,4098
216021414,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1037,896,-2,1931,74,62,-3,133,24,0,0,24,3,0,0,3,28,8,3,39,9,5,1,15,55,52,1,108,1247,1021,2268
216031415,0,0,0,0,3,4,2,9,0,0,0,0,0,0,0,0,3,3,3,9,1249,1149,-2,2396,93,100,4,197,12,0,4,16,19,0,-3,16,8,6,-1,13,3,0,6,9,21,20,2,43,1425,1292,2709
216031416,3,0,2,5,22,19,-5,36,0,0,0,0,0,0,0,0,5,6,6,17,3146,2634,2,5782,210,296,4,510,36,0,0,36,16,0,-1,15,76,32,2,110,30,15,-4,41,196,217,-5,408,3733,3221,6957
216031417,3,3,2,8,13,14,9,36,0,0,0,0,0,0,0,0,6,11,0,17,3788,3098,-7,6879,236,376,2,614,48,0,-2,46,21,3,4,28,40,9,1,50,38,12,-1,49,128,93,0,221,4333,3620,7952
216031418,0,0,0,0,3,3,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,685,600,-6,1279,39,44,-3,80,27,0,0,27,8,0,2,10,3,0,4,7,8,0,5,13,49,28,-2,75,828,676,1502
216031419,3,4,6,13,3,0,0,3,0,0,0,0,0,0,0,0,4,4,-1,7,1507,1311,5,2823,76,91,0,167,49,0,-3,46,41,3,-1,43,32,0,6,38,20,8,1,29,134,87,-1,220,1866,1512,3375
217011420,0,0,3,3,8,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,1276,1113,-4,2385,70,71,1,142,68,0,-3,65,24,6,0,30,6,0,0,6,21,5,2,28,107,97,-1,203,1588,1305,2893
217011421,0,0,0,0,7,7,-8,6,0,0,0,0,0,3,1,4,6,7,-2,11,1641,1426,0,3067,98,119,-7,210,35,0,1,36,5,3,0,8,16,3,1,20,18,13,-2,29,132,123,-1,254,1954,1701,3658
217011422,0,0,0,0,12,3,-3,12,0,0,0,0,0,0,0,0,11,10,-5,16,1716,1367,5,3088,97,111,8,216,23,0,2,25,10,0,0,10,32,3,2,37,25,11,-5,31,71,88,0,159,2004,1595,3599
217011423,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,776,720,-3,1493,37,23,1,61,25,0,0,25,14,7,1,22,5,3,1,9,35,11,-3,43,144,75,2,221,1048,834,1884
217031471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,422,-2,928,25,21,1,47,19,0,0,19,4,0,3,7,6,0,2,8,13,3,-4,12,51,52,-2,101,618,498,1118
217031472,3,4,2,9,4,3,2,9,0,0,3,3,0,0,0,0,6,8,-6,8,2086,1729,-5,3810,139,141,-5,275,26,0,0,26,12,0,0,12,58,16,-2,72,16,4,0,20,138,125,3,266,2479,2022,4508
217031473,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,896,709,-6,1599,35,56,0,91,27,0,0,27,23,6,-4,25,6,0,2,8,16,3,0,19,70,39,6,115,1078,812,1892
217031474,0,5,2,7,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,725,618,4,1347,45,34,-4,75,30,3,5,38,11,8,-5,14,6,0,0,6,21,5,2,28,88,53,4,145,941,723,1662
217031475,0,0,3,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,956,792,7,1755,54,48,1,103,30,0,5,35,51,15,3,69,14,8,0,22,39,14,-1,52,175,133,0,308,1336,1017,2350
217031476,0,0,3,3,9,7,-4,12,0,0,0,0,0,0,0,0,0,0,0,0,441,378,-1,818,27,39,-5,61,19,0,0,19,7,3,-4,6,15,5,0,20,11,6,0,17,85,85,-2,168,612,515,1123
217041477,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,944,791,2,1737,52,46,-3,95,42,3,-1,44,35,3,-2,36,0,4,4,8,31,13,0,44,144,70,1,215,1262,934,2192
217041478,4,0,0,4,8,6,-1,13,0,0,0,0,0,0,0,0,0,0,0,0,1474,1286,-2,2758,54,86,-6,134,51,0,0,51,26,3,1,30,21,5,2,28,31,8,1,40,107,87,2,196,1784,1479,3262
217041479,0,0,3,3,22,14,3,39,0,0,0,0,4,0,0,4,14,7,-4,17,3792,3379,-9,7162,320,329,3,652,58,0,0,58,24,0,4,28,54,13,5,72,21,9,6,36,147,124,-1,270,4457,3875,8333
217041480,3,0,0,3,20,12,-2,30,0,0,0,0,0,4,-1,3,10,7,0,17,2044,1901,3,3948,184,201,3,388,29,0,0,29,21,4,-1,24,58,19,-6,71,26,11,2,39,229,171,-3,397,2616,2330,4949
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,16,0,16
299999499,60,36,5,101,22,18,2,42,0,0,0,0,39,49,-3,85,10,3,-3,10,582,275,2,859,70,59,-3,126,17,0,0,17,14,0,0,14,17,8,-6,19,36,16,-2,50,140,83,4,227,1002,549,1552
