,SA2_MAINCODE_2016,Mode,Mode1,Gender,Count,MaleCount,FemaleCount,UnspecifiedCount,FemaleProp,MaleProp,UnspecifiedProp,,,
1167,210011230,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1168,210011231,Train_O,Train,Unspecified,8,0,0,8,0,0,5.05E-05,,,
1169,210021232,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1170,210021233,Train_O,Train,Unspecified,8,0,0,8,0,0,5.05E-05,,,
1171,210021234,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1172,210021235,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1173,210031236,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1174,210031237,Train_O,Train,Unspecified,8,0,0,8,0,0,5.05E-05,,,
1175,210031239,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1176,210031438,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1177,210031439,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1178,210031440,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1179,210041240,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1180,210041241,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1181,210051242,Train_O,Train,Unspecified,6,0,0,6,0,0,3.79E-05,,,
1182,210051243,Train_O,Train,Unspecified,5,0,0,5,0,0,3.16E-05,,,
1183,210051245,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1184,210051246,Train_O,Train,Unspecified,7,0,0,7,0,0,4.42E-05,,,
1185,210051247,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1186,210051248,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1187,210051249,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1188,210051250,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1189,210051441,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1190,210051442,Train_O,Train,Unspecified,6,0,0,6,0,0,3.79E-05,,,
1191,210051443,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1192,210051444,Train_O,Train,Unspecified,8,0,0,8,0,0,5.05E-05,,,
1193,210051445,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1194,211011251,Train_O,Train,Unspecified,8,0,0,8,0,0,5.05E-05,,,
1195,211011254,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1196,211011255,Train_O,Train,Unspecified,5,0,0,5,0,0,3.16E-05,,,
1197,211011256,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1198,211011257,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1199,211011258,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1200,211011259,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1201,211011260,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1202,211011446,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1203,211011447,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1204,211011448,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1205,211011449,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1206,211021261,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1207,211021262,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1208,211031263,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1209,211031265,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1210,211031266,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1211,211031267,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1212,211031268,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1213,211031450,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1214,211031451,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1215,211031452,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1216,211041269,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1217,211041270,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1218,211041271,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1219,211041272,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1220,211041273,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1221,211051274,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1222,211051275,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1223,211051276,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1224,211051277,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1225,211051278,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1226,211051279,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1227,211051280,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1228,211051281,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1229,211051282,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1230,211051283,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1231,211051284,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1232,211051285,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1233,211051286,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1234,212011287,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1235,212011288,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1236,212011289,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1237,212011290,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1238,212011291,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1239,212011292,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1240,212021293,Train_O,Train,Unspecified,6,0,0,6,0,0,3.79E-05,,,
1241,212021294,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1242,212021295,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1243,212021297,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1244,212021299,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1245,212021453,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1246,212021454,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1247,212021455,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1248,212021456,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1249,212031300,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1250,212031301,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1251,212031302,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1252,212031303,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1253,212031304,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1254,212031305,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1255,212031306,Train_O,Train,Unspecified,5,0,0,5,0,0,3.16E-05,,,
1256,212031308,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1257,212031457,Train_O,Train,Unspecified,8,0,0,8,0,0,5.05E-05,,,
1258,212031458,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1259,212041309,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1260,212041310,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1261,212041311,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1262,212041312,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1263,212041313,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1264,212041314,Train_O,Train,Unspecified,8,0,0,8,0,0,5.05E-05,,,
1265,212041316,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1266,212041317,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1267,212041318,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1268,212041459,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1269,212041460,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1270,212051319,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1271,212051320,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1272,212051321,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1273,212051322,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1274,212051323,Train_O,Train,Unspecified,8,0,0,8,0,0,5.05E-05,,,
1275,212051324,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1276,212051325,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1277,212051326,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1278,212051327,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1279,213011328,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1280,213011329,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1281,213011330,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1282,213011331,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1283,213011332,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1284,213011333,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1285,213011334,Train_O,Train,Unspecified,5,0,0,5,0,0,3.16E-05,,,
1286,213011335,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1287,213011336,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1288,213011337,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1289,213011338,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1290,213011339,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1291,213011340,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1292,213021341,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1293,213021342,Train_O,Train,Unspecified,6,0,0,6,0,0,3.79E-05,,,
1294,213021343,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1295,213021344,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1296,213021345,Train_O,Train,Unspecified,6,0,0,6,0,0,3.79E-05,,,
1297,213021346,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1298,213031347,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1299,213031348,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1300,213031349,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1301,213031350,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1302,213031351,Train_O,Train,Unspecified,6,0,0,6,0,0,3.79E-05,,,
1303,213031352,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1304,213041353,Train_O,Train,Unspecified,5,0,0,5,0,0,3.16E-05,,,
1305,213041355,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1306,213041356,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1307,213041357,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1308,213041358,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1309,213041359,Train_O,Train,Unspecified,7,0,0,7,0,0,4.42E-05,,,
1310,213041360,Train_O,Train,Unspecified,6,0,0,6,0,0,3.79E-05,,,
1311,213041461,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1312,213041462,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1313,213041463,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1314,213051361,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1315,213051362,Train_O,Train,Unspecified,5,0,0,5,0,0,3.16E-05,,,
1316,213051363,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1317,213051365,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1318,213051366,Train_O,Train,Unspecified,7,0,0,7,0,0,4.42E-05,,,
1319,213051368,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1320,213051369,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1321,213051464,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1322,213051465,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1323,213051466,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1324,213051467,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1325,213051468,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1326,214011370,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1327,214011371,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1328,214011372,Train_O,Train,Unspecified,1,0,0,1,0,0,6.32E-06,,,
1329,214011373,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1330,214011374,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1331,214011375,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1332,214011376,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1333,214021377,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1334,214021378,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1335,214021379,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1336,214021380,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1337,214021381,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1338,214021382,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1339,214021383,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1340,214021384,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1341,214021385,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1342,215011386,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1343,215011387,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1344,215011388,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1345,215011389,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1346,215011390,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1347,215011391,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1348,215011392,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1349,215011393,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1350,215011394,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1351,215021395,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1352,215021396,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1353,215021398,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1354,215021399,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1355,215021469,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1356,215021470,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1357,215031400,Train_O,Train,Unspecified,4,0,0,4,0,0,2.53E-05,,,
1358,215031401,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1359,215031402,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1360,215031403,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1361,215031404,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1362,215031405,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1363,216011406,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1364,216011407,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1365,216011408,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1366,216011409,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1367,216011410,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1368,216021411,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1369,216021412,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1370,216021413,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1371,216021414,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1372,216031415,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1373,216031416,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1374,216031417,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1375,216031418,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1376,216031419,Train_O,Train,Unspecified,6,0,0,6,0,0,3.79E-05,,,
1377,217011420,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1378,217011421,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1379,217011422,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1380,217011423,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1381,217031471,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1382,217031472,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1383,217031473,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1384,217031474,Train_O,Train,Unspecified,2,0,0,2,0,0,1.26E-05,,,
1385,217031475,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1386,217031476,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1387,217041477,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1388,217041478,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1389,217041479,Train_O,Train,Unspecified,3,0,0,3,0,0,1.90E-05,,,
1390,217041480,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1391,297979799,Train_O,Train,Unspecified,0,0,0,0,0,0,0,,,
1392,299999499,Train_O,Train,Unspecified,5,0,0,5,0,0,3.16E-05,,,
1393,201011001,Bus_M,Bus,Male,15,15,0,0,0,0.000511247,0,,,
1394,201011002,Bus_M,Bus,Male,20,20,0,0,0,0.000681663,0,,,
1395,201011003,Bus_M,Bus,Male,49,49,0,0,0,0.001670075,0,,,
1396,201011004,Bus_M,Bus,Male,38,38,0,0,0,0.00129516,0,,,
1397,201011005,Bus_M,Bus,Male,9,9,0,0,0,0.000306748,0,,,
1398,201011006,Bus_M,Bus,Male,4,4,0,0,0,0.000136333,0,,,
1399,201011007,Bus_M,Bus,Male,3,3,0,0,0,0.000102249,0,,,
1400,201011008,Bus_M,Bus,Male,24,24,0,0,0,0.000817996,0,,,
1401,201021009,Bus_M,Bus,Male,3,3,0,0,0,0.000102249,0,,,
1402,201021010,Bus_M,Bus,Male,4,4,0,0,0,0.000136333,0,,,
1403,201021011,Bus_M,Bus,Male,8,8,0,0,0,0.000272665,0,,,
1404,201021012,Bus_M,Bus,Male,6,6,0,0,0,0.000204499,0,,,
1405,201031013,Bus_M,Bus,Male,3,3,0,0,0,0.000102249,0,,,
1406,201031014,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1407,201031015,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1408,201031016,Bus_M,Bus,Male,3,3,0,0,0,0.000102249,0,,,
1409,201031017,Bus_M,Bus,Male,4,4,0,0,0,0.000136333,0,,,
1410,202011018,Bus_M,Bus,Male,33,33,0,0,0,0.001124744,0,,,
1411,202011019,Bus_M,Bus,Male,32,32,0,0,0,0.001090661,0,,,
1412,202011020,Bus_M,Bus,Male,22,22,0,0,0,0.00074983,0,,,
1413,202011021,Bus_M,Bus,Male,18,18,0,0,0,0.000613497,0,,,
1414,202011022,Bus_M,Bus,Male,35,35,0,0,0,0.001192911,0,,,
1415,202011023,Bus_M,Bus,Male,11,11,0,0,0,0.000374915,0,,,
1416,202011024,Bus_M,Bus,Male,21,21,0,0,0,0.000715746,0,,,
1417,202011025,Bus_M,Bus,Male,27,27,0,0,0,0.000920245,0,,,
1418,202021026,Bus_M,Bus,Male,9,9,0,0,0,0.000306748,0,,,
1419,202021027,Bus_M,Bus,Male,3,3,0,0,0,0.000102249,0,,,
1420,202021028,Bus_M,Bus,Male,4,4,0,0,0,0.000136333,0,,,
1421,202021029,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1422,202021030,Bus_M,Bus,Male,4,4,0,0,0,0.000136333,0,,,
1423,202021031,Bus_M,Bus,Male,8,8,0,0,0,0.000272665,0,,,
1424,202031032,Bus_M,Bus,Male,7,7,0,0,0,0.000238582,0,,,
1425,202031033,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1426,203011034,Bus_M,Bus,Male,7,7,0,0,0,0.000238582,0,,,
1427,203011035,Bus_M,Bus,Male,9,9,0,0,0,0.000306748,0,,,
1428,203011036,Bus_M,Bus,Male,9,9,0,0,0,0.000306748,0,,,
1429,203021037,Bus_M,Bus,Male,70,70,0,0,0,0.002385821,0,,,
1430,203021038,Bus_M,Bus,Male,67,67,0,0,0,0.002283572,0,,,
1431,203021039,Bus_M,Bus,Male,54,54,0,0,0,0.001840491,0,,,
1432,203021040,Bus_M,Bus,Male,58,58,0,0,0,0.001976823,0,,,
1433,203021041,Bus_M,Bus,Male,65,65,0,0,0,0.002215406,0,,,
1434,203021042,Bus_M,Bus,Male,70,70,0,0,0,0.002385821,0,,,
1435,203021043,Bus_M,Bus,Male,11,11,0,0,0,0.000374915,0,,,
1436,203021044,Bus_M,Bus,Male,30,30,0,0,0,0.001022495,0,,,
1437,203021045,Bus_M,Bus,Male,46,46,0,0,0,0.001567825,0,,,
1438,203021046,Bus_M,Bus,Male,20,20,0,0,0,0.000681663,0,,,
1439,203021047,Bus_M,Bus,Male,42,42,0,0,0,0.001431493,0,,,
1440,203031048,Bus_M,Bus,Male,34,34,0,0,0,0.001158828,0,,,
1441,203031049,Bus_M,Bus,Male,7,7,0,0,0,0.000238582,0,,,
1442,203031050,Bus_M,Bus,Male,31,31,0,0,0,0.001056578,0,,,
1443,203031051,Bus_M,Bus,Male,11,11,0,0,0,0.000374915,0,,,
1444,203031052,Bus_M,Bus,Male,3,3,0,0,0,0.000102249,0,,,
1445,203031053,Bus_M,Bus,Male,24,24,0,0,0,0.000817996,0,,,
1446,204011054,Bus_M,Bus,Male,14,14,0,0,0,0.000477164,0,,,
1447,204011055,Bus_M,Bus,Male,3,3,0,0,0,0.000102249,0,,,
1448,204011056,Bus_M,Bus,Male,8,8,0,0,0,0.000272665,0,,,
1449,204011057,Bus_M,Bus,Male,28,28,0,0,0,0.000954329,0,,,
1450,204011058,Bus_M,Bus,Male,4,4,0,0,0,0.000136333,0,,,
1451,204011059,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1452,204011060,Bus_M,Bus,Male,9,9,0,0,0,0.000306748,0,,,
1453,204011061,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1454,204011062,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1455,204021063,Bus_M,Bus,Male,4,4,0,0,0,0.000136333,0,,,
1456,204021064,Bus_M,Bus,Male,4,4,0,0,0,0.000136333,0,,,
1457,204021065,Bus_M,Bus,Male,3,3,0,0,0,0.000102249,0,,,
1458,204021066,Bus_M,Bus,Male,14,14,0,0,0,0.000477164,0,,,
1459,204021067,Bus_M,Bus,Male,11,11,0,0,0,0.000374915,0,,,
1460,204031068,Bus_M,Bus,Male,7,7,0,0,0,0.000238582,0,,,
1461,204031069,Bus_M,Bus,Male,20,20,0,0,0,0.000681663,0,,,
1462,204031070,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1463,204031071,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1464,204031072,Bus_M,Bus,Male,5,5,0,0,0,0.000170416,0,,,
1465,204031073,Bus_M,Bus,Male,10,10,0,0,0,0.000340832,0,,,
1466,204031074,Bus_M,Bus,Male,30,30,0,0,0,0.001022495,0,,,
1467,204031075,Bus_M,Bus,Male,10,10,0,0,0,0.000340832,0,,,
1468,205011076,Bus_M,Bus,Male,13,13,0,0,0,0.000443081,0,,,
1469,205011077,Bus_M,Bus,Male,5,5,0,0,0,0.000170416,0,,,
1470,205011078,Bus_M,Bus,Male,9,9,0,0,0,0.000306748,0,,,
1471,205011079,Bus_M,Bus,Male,20,20,0,0,0,0.000681663,0,,,
1472,205021080,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1473,205021081,Bus_M,Bus,Male,13,13,0,0,0,0.000443081,0,,,
1474,205021082,Bus_M,Bus,Male,16,16,0,0,0,0.000545331,0,,,
1475,205021083,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1476,205021084,Bus_M,Bus,Male,4,4,0,0,0,0.000136333,0,,,
1477,205021085,Bus_M,Bus,Male,4,4,0,0,0,0.000136333,0,,,
1478,205021086,Bus_M,Bus,Male,6,6,0,0,0,0.000204499,0,,,
1479,205031087,Bus_M,Bus,Male,11,11,0,0,0,0.000374915,0,,,
1480,205031088,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1481,205031089,Bus_M,Bus,Male,3,3,0,0,0,0.000102249,0,,,
1482,205031090,Bus_M,Bus,Male,16,16,0,0,0,0.000545331,0,,,
1483,205031091,Bus_M,Bus,Male,17,17,0,0,0,0.000579414,0,,,
1484,205031092,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1485,205031093,Bus_M,Bus,Male,17,17,0,0,0,0.000579414,0,,,
1486,205041094,Bus_M,Bus,Male,19,19,0,0,0,0.00064758,0,,,
1487,205041095,Bus_M,Bus,Male,34,34,0,0,0,0.001158828,0,,,
1488,205041096,Bus_M,Bus,Male,20,20,0,0,0,0.000681663,0,,,
1489,205041097,Bus_M,Bus,Male,49,49,0,0,0,0.001670075,0,,,
1490,205041098,Bus_M,Bus,Male,3,3,0,0,0,0.000102249,0,,,
1491,205051099,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1492,205051100,Bus_M,Bus,Male,8,8,0,0,0,0.000272665,0,,,
1493,205051101,Bus_M,Bus,Male,13,13,0,0,0,0.000443081,0,,,
1494,205051102,Bus_M,Bus,Male,3,3,0,0,0,0.000102249,0,,,
1495,205051103,Bus_M,Bus,Male,20,20,0,0,0,0.000681663,0,,,
1496,205051104,Bus_M,Bus,Male,5,5,0,0,0,0.000170416,0,,,
1497,206011105,Bus_M,Bus,Male,35,35,0,0,0,0.001192911,0,,,
1498,206011106,Bus_M,Bus,Male,20,20,0,0,0,0.000681663,0,,,
1499,206011107,Bus_M,Bus,Male,26,26,0,0,0,0.000886162,0,,,
1500,206011108,Bus_M,Bus,Male,65,65,0,0,0,0.002215406,0,,,
1501,206011109,Bus_M,Bus,Male,22,22,0,0,0,0.00074983,0,,,
1502,206021110,Bus_M,Bus,Male,34,34,0,0,0,0.001158828,0,,,
1503,206021111,Bus_M,Bus,Male,80,80,0,0,0,0.002726653,0,,,
1504,206021112,Bus_M,Bus,Male,71,71,0,0,0,0.002419905,0,,,
1505,206031113,Bus_M,Bus,Male,5,5,0,0,0,0.000170416,0,,,
1506,206031114,Bus_M,Bus,Male,54,54,0,0,0,0.001840491,0,,,
1507,206031115,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
1508,206031116,Bus_M,Bus,Male,19,19,0,0,0,0.00064758,0,,,
1509,206041117,Bus_M,Bus,Male,61,61,0,0,0,0.002079073,0,,,
1510,206041118,Bus_M,Bus,Male,17,17,0,0,0,0.000579414,0,,,
1511,206041119,Bus_M,Bus,Male,17,17,0,0,0,0.000579414,0,,,
1512,206041120,Bus_M,Bus,Male,0,0,0,0,0,0,0,,,
